174,119,NA
175,120,NA
176,119,NA
177,121,NA
178,119,NA
179,119,NA
180,119,NA
181,122,NA
182,103,NA
183,123,NA
184,124,NA
185,125,NA
186,20,NA
187,2,NA
188,35,NA
189,120,NA
190,126,NA
191,126,NA
192,127,NA
193,2,Bronze
194,43,NA
195,43,NA
196,128,NA
196,129,NA
197,73,NA
198,119,Bronze
199,119,NA
200,126,NA
201,126,NA
201,130,Bronze
202,85,NA
203,43,NA
204,131,NA
205,132,NA
206,133,Gold
207,133,NA
208,43,NA
209,134,Silver
210,135,NA
211,37,NA
212,37,NA
213,136,NA
214,137,NA
215,87,NA
216,87,NA
217,138,NA
218,139,NA
218,140,NA
219,140,NA
220,73,NA
221,137,NA
222,87,NA
223,87,NA
224,20,NA
224,21,NA
224,22,NA
224,23,NA
224,24,NA
224,25,NA
224,26,NA
224,27,NA
225,55,NA
226,141,Silver
227,142,NA
228,143,NA
229,144,NA
230,103,NA
231,145,NA
232,146,NA
233,137,NA
234,147,NA
235,2,NA
236,2,NA
237,142,NA
238,67,NA
239,74,NA
240,91,NA
241,108,NA
242,148,NA
242,143,NA
243,139,NA
244,139,NA
245,139,NA
246,119,NA
247,97,NA
248,42,NA
249,55,NA
249,104,NA
249,57,NA
250,104,NA
250,57,NA
251,42,NA
252,149,NA
253,137,NA
254,91,NA
255,94,NA
256,2,NA
257,120,NA
258,42,NA
258,106,NA
258,150,NA
259,42,NA
259,106,NA
260,42,NA
261,103,NA
262,151,NA
263,151,NA
264,87,NA
265,152,NA
266,87,NA
267,120,NA
268,120,NA
269,87,NA
270,42,NA
271,120,NA
272,120,NA
273,137,NA
274,137,NA
275,115,NA
276,97,NA
277,42,NA
278,42,NA
279,153,NA
280,56,NA
280,57,NA
281,56,NA
281,57,NA
281,153,NA
281,105,NA
282,110,NA
283,42,NA
284,137,NA
285,104,NA
286,55,NA
286,104,NA
287,154,NA
288,155,NA
289,156,NA
289,155,NA
290,2,NA
291,57,NA
292,157,NA
293,158,NA
294,159,NA
295,97,NA
296,97,NA
297,87,NA
298,158,NA
299,20,NA
299,21,NA
299,22,NA
299,23,NA
299,24,NA
299,25,NA
299,26,NA
299,27,NA
300,160,NA
301,161,NA
302,161,NA
303,161,NA
304,2,NA
305,137,NA
306,108,NA
307,79,NA
308,20,NA
308,21,NA
308,22,NA
308,23,NA
308,24,NA
308,25,NA
308,26,NA
308,27,NA
309,156,NA
310,77,NA
311,77,NA
312,140,NA
313,49,NA
314,2,NA
315,151,NA
316,162,NA
317,73,NA
318,147,NA
319,147,NA
320,2,NA
321,140,NA
322,152,NA
323,1,NA
324,163,NA
325,20,NA
325,23,NA
325,24,NA
325,26,NA
325,27,NA
326,87,NA
327,137,NA
328,73,NA
329,118,NA
330,118,NA
331,164,NA
332,164,NA
333,165,NA
334,166,Bronze
335,73,NA
335,144,NA
336,167,NA
337,167,NA
338,167,NA
339,167,NA
340,144,NA
341,142,NA
342,55,NA
342,104,NA
343,55,NA
343,104,NA
343,56,NA
343,57,NA
344,104,NA
345,144,NA
346,144,NA
347,144,NA
348,142,NA
349,165,NA
350,168,NA
351,168,NA
352,123,NA
353,169,NA
353,170,NA
353,171,Bronze
354,2,NA
355,2,NA
356,108,NA
357,115,NA
358,172,NA
359,2,NA
360,109,NA
361,109,NA
361,173,NA
362,109,NA
362,173,NA
363,148,NA
364,164,NA
365,120,NA
366,174,NA
367,108,NA
368,175,NA
369,143,NA
370,2,NA
371,119,NA
372,119,NA
373,176,NA
373,177,NA
374,176,NA
375,119,NA
376,178,NA
377,178,NA
378,123,NA
379,100,NA
379,114,NA
380,127,NA
381,127,NA
382,2,NA
383,2,NA
384,151,NA
385,148,NA
385,66,NA
386,108,NA
387,143,NA
388,142,NA
389,179,NA
390,2,NA
391,42,NA
392,180,NA
393,64,NA
394,74,NA
395,114,NA
396,119,Gold
397,119,Silver
398,11,NA
399,11,NA
400,67,NA
400,181,NA
401,47,NA
402,119,NA
403,160,NA
404,83,NA
405,83,NA
406,2,NA
407,147,NA
408,118,NA
409,14,NA
409,51,NA
410,119,NA
411,182,NA
412,2,NA
413,2,NA
414,103,NA
414,66,NA
415,103,NA
415,66,NA
416,183,NA
417,184,NA
418,94,Gold
419,106,NA
419,185,NA
419,186,NA
419,107,NA
419,53,NA
420,110,NA
421,119,NA
422,119,NA
423,144,NA
424,52,NA
425,112,NA
426,162,NA
427,119,NA
428,186,NA
428,107,NA
428,150,NA
428,187,NA
428,188,NA
428,53,NA
429,103,NA
430,46,NA
431,2,NA
432,2,NA
433,188,NA
433,189,NA
433,53,NA
434,189,NA
435,190,NA
436,190,NA
437,191,NA
438,89,NA
439,192,NA
440,72,NA
441,193,NA
442,94,NA
443,108,NA
444,68,Gold
445,154,NA
446,154,NA
447,194,Silver
448,193,Gold
449,94,NA
450,195,NA
451,166,NA
452,106,NA
453,196,NA
454,197,NA
455,2,NA
456,2,NA
457,140,NA
458,139,NA
458,140,NA
459,198,NA
460,100,NA
461,100,NA
462,89,NA
463,117,NA
464,76,NA
465,120,Gold
466,89,NA
467,199,NA
468,200,NA
469,168,NA
470,201,NA
471,108,NA
472,168,NA
473,172,Silver
474,172,NA
475,202,NA
476,116,Gold
477,116,NA
478,74,NA
479,74,NA
480,174,NA
481,116,NA
482,203,NA
482,50,NA
483,203,NA
483,50,NA
484,204,NA
485,55,NA
486,94,NA
487,205,NA
487,206,NA
488,206,NA
489,205,Gold
489,206,NA
490,66,NA
490,67,NA
491,113,NA
492,120,NA
493,120,NA
494,207,NA
495,207,NA
496,193,NA
497,208,NA
498,97,NA
499,97,NA
500,119,NA
501,132,NA
502,74,NA
503,2,NA
504,35,NA
505,73,NA
505,144,Bronze
506,74,NA
506,209,NA
507,81,NA
508,135,NA
509,153,NA
510,153,NA
511,2,NA
512,2,Silver
513,2,NA
514,137,NA
515,137,NA
516,210,NA
517,2,NA
518,211,NA
518,212,NA
519,140,NA
520,13,Silver
521,13,Gold
522,206,NA
523,206,NA
524,213,NA
524,214,Silver
524,215,NA
524,216,NA
524,217,NA
524,218,NA
525,219,NA
526,219,NA
526,220,Bronze
527,219,NA
527,220,NA
528,213,NA
528,214,NA
528,215,NA
528,217,NA
528,218,NA
529,221,NA
530,102,NA
531,63,NA
532,64,NA
532,63,NA
533,63,NA
534,180,NA
534,63,NA
535,222,Silver
536,223,NA
537,2,Gold
538,224,NA
539,224,NA
540,213,NA
540,215,NA
540,216,NA
540,217,NA
540,218,NA
541,97,Gold
542,97,Gold
543,2,NA
544,42,NA
545,225,NA
545,226,NA
545,227,NA
546,142,NA
547,42,NA
548,12,NA
549,142,Gold
550,142,NA
551,208,NA
552,97,NA
553,208,NA
554,116,NA
555,228,NA
556,67,Bronze
556,181,Silver
557,179,NA
558,229,NA
559,230,NA
560,49,NA
561,2,NA
562,41,NA
563,41,NA
564,41,NA
565,41,NA
566,41,NA
567,207,Gold
568,231,Bronze
568,169,NA
569,87,NA
570,121,NA
571,148,NA
572,232,NA
572,195,NA
573,195,Silver
573,221,NA
574,233,NA
574,234,NA
575,106,NA
576,81,NA
577,235,NA
578,236,NA
579,236,NA
579,237,NA
580,15,NA
581,15,NA
582,15,NA
583,238,NA
584,146,NA
585,2,NA
586,2,NA
587,118,NA
587,49,NA
588,239,NA
589,143,NA
590,240,NA
591,241,NA
592,168,NA
593,168,Gold
594,54,NA
595,54,NA
596,12,NA
597,242,NA
598,174,NA
599,174,NA
600,243,NA
601,221,NA
602,158,NA
603,125,NA
604,244,NA
605,244,NA
606,244,NA
607,42,NA
608,42,NA
609,143,Gold
610,21,NA
610,22,Bronze
610,23,Silver
610,24,NA
610,25,NA
610,26,NA
611,21,Silver
611,22,NA
611,23,Silver
611,26,Bronze
612,245,NA
613,164,NA
614,2,NA
615,246,NA
616,14,NA
616,186,Silver
616,107,Bronze
616,53,NA
617,118,NA
617,49,NA
618,247,NA
619,248,NA
619,247,NA
619,121,NA
620,66,NA
621,123,NA
621,186,Bronze
622,249,NA
622,250,NA
622,251,NA
623,114,NA
623,143,NA
624,137,NA
625,74,NA
625,202,NA
625,252,NA
625,253,NA
626,74,NA
626,253,NA
627,254,NA
628,137,NA
629,137,NA
630,137,NA
631,42,NA
632,87,NA
633,120,NA
634,119,NA
635,255,NA
636,137,NA
637,2,NA
638,114,NA
639,120,NA
640,120,NA
641,137,NA
642,137,NA
643,2,NA
644,153,NA
644,105,NA
645,153,NA
645,105,NA
646,97,NA
647,97,NA
648,158,NA
649,2,NA
650,142,NA
651,181,NA
652,181,NA
653,174,NA
654,181,NA
655,110,NA
656,193,NA
657,73,NA
658,87,NA
659,55,Silver
659,104,NA
660,55,NA
660,104,NA
661,2,NA
662,83,NA
663,79,NA
664,32,NA
664,33,NA
665,2,NA
666,2,NA
667,119,NA
668,100,NA
669,35,NA
670,224,NA
671,20,NA
671,21,NA
671,22,NA
671,23,NA
671,24,NA
671,25,NA
671,26,NA
671,27,NA
672,235,Bronze
672,86,Gold
673,86,Silver
674,21,NA
675,150,NA
675,53,NA
676,150,NA
676,51,NA
676,53,Bronze
677,256,NA
678,142,NA
679,257,NA
679,246,NA
680,257,NA
680,246,NA
681,257,NA
682,246,NA
683,258,NA
684,166,NA
685,37,Silver
686,37,NA
687,74,NA
688,119,NA
689,103,NA
689,148,NA
690,103,NA
690,148,NA
691,103,NA
691,148,NA
691,66,NA
691,67,NA
692,103,Gold
692,148,NA
692,66,Silver
693,103,NA
693,67,NA
694,67,NA
695,40,Gold
696,206,NA
697,13,NA
698,13,NA
699,76,NA
700,87,NA
701,87,NA
702,13,NA
703,67,Bronze
704,55,NA
704,56,NA
704,57,NA
705,56,NA
705,57,NA
706,13,Silver
707,13,NA
708,87,NA
709,32,NA
709,33,NA
710,32,NA
710,33,NA
711,32,NA
711,33,NA
712,96,NA
713,244,NA
714,244,NA
715,244,NA
716,225,NA
716,259,NA
716,226,NA
716,227,NA
717,225,NA
717,260,NA
717,259,NA
717,226,NA
717,227,NA
718,2,NA
719,261,NA
720,262,NA
721,33,NA
722,33,NA
723,72,NA
724,263,NA
724,264,NA
725,142,NA
726,137,Bronze
727,13,NA
728,73,NA
729,179,NA
729,231,NA
730,164,Silver
731,5,NA
731,265,NA
731,266,Bronze
732,265,NA
733,267,NA
733,62,NA
734,203,NA
734,50,NA
735,268,NA
736,202,NA
737,119,NA
738,119,NA
739,28,NA
740,118,NA
740,143,NA
741,118,NA
742,118,NA
743,148,NA
744,148,NA
745,66,NA
746,52,NA
747,269,NA
748,2,NA
749,205,NA
749,206,NA
750,38,NA
750,270,NA
751,38,NA
751,270,NA
752,38,NA
752,270,NA
753,271,NA
754,194,NA
755,89,NA
756,20,NA
756,22,NA
756,23,NA
756,24,NA
756,25,NA
756,26,NA
756,27,NA
757,18,NA
757,52,NA
757,189,NA
758,272,NA
759,42,NA
760,120,NA
761,74,NA
762,14,NA
762,107,NA
763,106,NA
763,185,NA
763,150,NA
764,152,NA
765,102,NA
766,102,NA
767,273,NA
768,120,Bronze
769,163,NA
769,274,NA
770,123,NA
771,275,NA
772,82,NA
773,82,Bronze
774,213,NA
774,214,NA
774,276,NA
774,215,NA
774,216,NA
774,217,NA
774,218,NA
775,204,Gold
776,277,Gold
777,277,Gold
778,277,NA
779,277,NA
780,142,NA
781,167,NA
782,13,NA
783,278,NA
783,246,NA
784,126,NA
785,135,NA
786,103,NA
787,2,NA
788,56,NA
788,57,NA
789,142,NA
790,142,NA
791,119,NA
792,119,NA
793,144,NA
794,90,NA
795,73,NA
796,188,NA
797,150,NA
798,174,NA
799,115,NA
800,115,NA
801,257,NA
802,89,NA
803,117,NA
804,268,NA
804,246,NA
805,47,NA
806,47,NA
807,47,NA
808,151,NA
809,199,Gold
810,11,NA
811,213,NA
811,214,NA
811,215,NA
811,216,NA
811,217,NA
811,218,NA
812,213,NA
812,214,Bronze
812,215,NA
812,216,NA
812,217,NA
812,218,NA
813,103,NA
814,199,NA
815,11,NA
816,2,NA
817,279,NA
817,83,NA
818,142,NA
819,1,NA
820,56,NA
820,57,NA
821,56,NA
821,57,Bronze
822,94,Gold
823,174,NA
824,174,NA
825,14,NA
826,56,NA
827,275,NA
828,275,NA
829,165,NA
830,115,NA
830,143,NA
831,115,NA
831,114,NA
832,85,NA
833,85,NA
834,213,NA
834,214,Bronze
834,215,NA
834,218,NA
835,116,NA
836,116,NA
837,87,Gold
838,256,NA
839,97,NA
840,97,NA
841,121,NA
842,121,NA
843,33,NA
843,34,Bronze
844,30,NA
844,31,NA
844,32,NA
844,33,NA
844,34,NA
845,31,NA
845,32,NA
845,33,NA
845,34,NA
846,31,NA
846,32,NA
846,33,NA
846,34,NA
847,31,NA
847,34,NA
848,21,NA
849,55,NA
849,56,NA
850,111,NA
851,143,NA
852,2,Silver
853,261,NA
854,73,NA
855,105,NA
856,100,NA
857,11,NA
857,175,NA
858,2,NA
859,110,Bronze
860,76,NA
861,74,NA
861,209,NA
862,148,NA
863,115,NA
864,150,NA
864,53,NA
865,148,NA
866,241,NA
867,241,NA
868,160,Silver
869,280,NA
870,105,NA
871,105,NA
872,74,NA
873,199,NA
874,2,NA
875,139,NA
876,120,NA
877,210,NA
878,281,NA
879,281,NA
880,281,NA
881,120,NA
882,50,NA
883,199,NA
884,2,NA
885,12,NA
886,2,Bronze
887,209,Silver
888,32,NA
888,33,NA
889,142,NA
890,91,Bronze
891,174,NA
892,174,Bronze
893,91,NA
894,181,NA
895,181,NA
896,56,NA
897,282,NA
898,180,NA
898,63,NA
899,30,NA
899,34,NA
900,249,NA
901,249,NA
901,283,Bronze
902,232,NA
903,49,NA
904,49,NA
905,82,NA
906,82,NA
907,28,NA
908,28,NA
909,164,NA
910,87,NA
911,37,NA
912,37,NA
913,284,NA
914,56,NA
914,57,NA
915,56,NA
915,57,NA
916,245,Bronze
917,285,Silver
918,268,NA
918,257,NA
919,163,NA
920,108,NA
921,175,NA
921,12,NA
922,92,NA
923,153,NA
924,286,Gold
925,119,Gold
926,94,Gold
927,168,NA
928,67,NA
929,205,NA
929,206,NA
930,205,Silver
930,206,NA
930,287,Silver
931,205,Silver
931,206,NA
931,287,NA
932,288,NA
933,289,NA
934,203,NA
935,203,Gold
935,50,Bronze
936,203,Gold
936,50,Silver
937,203,Silver
938,203,NA
939,50,NA
940,66,NA
941,83,NA
942,83,NA
943,268,NA
943,246,NA
944,2,NA
945,64,NA
946,290,NA
947,209,NA
948,128,NA
948,129,NA
949,128,NA
949,129,NA
950,142,NA
951,117,NA
952,2,Gold
953,118,NA
954,150,NA
954,187,NA
955,291,NA
956,291,NA
957,185,NA
957,14,NA
957,292,NA
958,293,NA
959,103,NA
959,66,NA
960,72,Bronze
961,2,NA
962,164,NA
963,164,NA
964,120,NA
965,120,Bronze
966,103,NA
966,66,NA
967,2,NA
968,2,NA
969,2,NA
970,2,NA
971,2,NA
972,294,NA
972,231,NA
973,295,NA
973,296,NA
974,297,NA
974,298,NA
975,13,NA
976,247,NA
976,121,NA
976,299,NA
977,121,NA
978,300,NA
979,300,NA
980,300,NA
981,300,NA
982,300,NA
983,185,NA
984,186,NA
985,81,NA
986,120,NA
987,1,NA
988,120,NA
989,89,NA
990,2,NA
991,108,Bronze
992,301,NA
993,301,NA
994,46,NA
995,275,NA
996,302,NA
997,42,NA
998,94,NA
999,140,NA
1000,303,NA
1001,252,NA
1001,290,NA
1002,304,NA
1003,304,NA
1004,87,NA
1005,56,NA
1005,185,NA
1006,123,NA
1007,157,NA
1008,106,NA
1009,97,Gold
1010,66,NA
1011,103,NA
1012,185,NA
1012,14,NA
1012,188,NA
1013,109,NA
1013,173,Silver
1014,57,NA
1015,56,NA
1015,153,NA
1016,55,NA
1016,105,NA
1017,115,NA
1018,305,NA
1019,103,NA
1019,148,NA
1019,66,NA
1020,203,NA
1021,96,NA
1022,96,NA
1023,306,Gold
1024,109,NA
1024,173,NA
1025,109,NA
1025,173,NA
1026,21,NA
1026,40,NA
1027,104,Bronze
1028,307,NA
1029,290,Gold
1030,42,NA
1031,155,NA
1032,156,NA
1032,155,NA
1033,156,NA
1033,155,NA
1034,83,NA
1035,142,NA
1036,37,NA
1036,172,NA
1037,46,NA
1038,43,NA
1039,2,Silver
1040,308,NA
1041,308,NA
1042,67,NA
1042,224,NA
1043,93,NA
1044,93,NA
1045,185,NA
1045,14,NA
1045,107,NA
1046,219,NA
1046,146,NA
1047,63,NA
1048,17,NA
1048,309,NA
1048,310,NA
1049,17,NA
1049,309,NA
1049,311,NA
1050,17,NA
1050,309,NA
1050,311,NA
1051,150,NA
1051,187,NA
1052,13,NA
1053,13,NA
1054,13,NA
1055,312,NA
1056,90,NA
1057,35,NA
1058,115,NA
1058,143,NA
1059,56,NA
1060,179,NA
1061,20,NA
1061,21,NA
1061,22,NA
1061,23,NA
1061,24,NA
1061,25,NA
1061,26,NA
1061,27,NA
1062,20,NA
1062,21,NA
1062,22,NA
1062,23,NA
1062,24,NA
1062,25,NA
1062,26,NA
1062,27,NA
1063,313,NA
1064,13,NA
1065,314,NA
1065,315,NA
1066,103,NA
1066,148,NA
1066,66,NA
1067,103,NA
1067,148,NA
1067,66,NA
1068,146,NA
1069,316,NA
1070,317,Silver
1070,318,Bronze
1071,224,NA
1072,319,NA
1073,269,NA
1074,314,NA
1075,314,NA
1076,92,NA
1077,320,NA
1077,321,NA
1077,322,NA
1077,323,NA
1077,324,Silver
1078,91,NA
1079,66,NA
1080,103,NA
1081,91,NA
1082,56,NA
1082,57,NA
1083,325,NA
1083,326,NA
1083,327,NA
1083,328,Gold
1084,329,NA
1085,330,NA
1086,135,NA
1086,331,NA
1087,77,NA
1088,181,NA
1089,142,NA
1090,319,NA
1091,319,NA
1091,332,NA
1092,332,NA
1093,219,NA
1093,146,NA
1094,181,NA
1095,333,NA
1096,135,NA
1097,334,NA
1098,90,Silver
1099,79,Silver
1100,79,NA
1101,335,NA
1102,336,Gold
1103,336,Gold
1104,337,NA
1105,178,NA
1106,155,NA
1107,156,NA
1107,155,NA
1108,156,NA
1108,155,NA
1109,156,NA
1109,155,NA
1110,317,NA
1110,318,NA
1110,181,NA
1110,198,NA
1110,338,NA
1111,47,NA
1111,317,Gold
1111,318,Silver
1111,181,NA
1112,164,Bronze
1113,103,NA
1113,148,NA
1113,66,NA
1114,157,NA
1115,339,Bronze
1116,118,NA
1117,118,NA
1118,289,NA
1119,94,NA
1120,207,NA
1121,300,NA
1122,96,NA
1123,96,Gold
1124,96,Gold
1125,96,Silver
1126,112,NA
1127,119,NA
1128,157,NA
1129,97,Gold
1130,113,Gold
1131,91,Silver
1132,119,NA
1133,74,NA
1133,209,NA
1134,142,NA
1135,142,NA
1136,340,NA
1137,74,NA
1137,209,NA
1138,97,NA
1139,335,NA
1140,79,NA
1141,163,NA
1142,144,NA
1143,278,NA
1144,73,NA
1145,73,NA
1146,341,NA
1147,118,NA
1147,49,NA
1148,153,NA
1148,105,NA
1149,342,NA
1150,342,NA
1151,170,NA
1152,342,NA
1153,142,NA
1154,79,NA
1155,56,NA
1155,57,NA
1156,150,NA
1156,51,NA
1157,343,NA
1158,343,NA
1159,343,NA
1160,343,NA
1161,343,NA
1162,128,NA
1162,129,NA
1163,344,NA
1164,144,NA
1165,262,NA
1166,89,NA
1167,2,NA
1168,2,Bronze
1169,2,NA
1170,2,NA
1171,2,NA
1172,345,Bronze
1173,209,NA
1174,66,NA
1175,143,NA
1176,115,NA
1176,143,NA
1177,148,NA
1177,66,NA
1178,148,NA
1178,66,NA
1179,224,NA
1180,224,NA
1181,268,NA
1181,246,NA
1182,12,NA
1183,268,NA
1184,346,NA
1185,290,NA
1186,38,NA
1186,270,NA
1186,39,NA
1187,38,NA
1187,270,NA
1187,39,NA
1188,38,NA
1188,270,NA
1188,39,NA
1189,38,NA
1189,270,NA
1189,39,NA
1190,265,NA
1191,162,NA
1192,47,NA
1192,67,NA
1193,2,Silver
1194,66,NA
1195,100,NA
1196,110,NA
1197,268,NA
1198,347,NA
1199,347,NA
1200,348,NA
1201,349,NA
1201,350,NA
1201,351,NA
1201,315,NA
1202,351,NA
1202,315,NA
1203,249,NA
1203,250,NA
1204,174,NA
1205,201,NA
1205,284,NA
1206,101,NA
1207,2,Silver
1208,114,NA
1209,114,NA
1210,352,NA
1211,353,NA
1212,139,NA
1213,354,NA
1213,355,NA
1214,119,NA
1215,119,NA
1216,73,NA
1217,73,NA
1218,356,NA
1219,78,NA
1220,2,Silver
1221,2,Silver
1222,49,NA
1223,118,NA
1224,49,NA
1225,142,NA
1226,118,NA
1226,49,NA
1227,49,NA
1228,103,NA
1228,148,NA
1228,66,NA
1229,103,NA
1229,148,NA
1229,66,Silver
1230,103,NA
1231,357,NA
1232,164,Gold
1233,164,NA
1234,73,NA
1235,73,NA
1235,167,NA
1236,175,NA
1237,105,NA
1238,221,NA
1239,221,NA
1240,102,NA
1241,279,NA
1242,102,NA
1243,2,NA
1244,2,NA
1245,191,NA
1246,2,NA
1247,66,NA
1248,103,NA
1248,148,NA
1248,66,NA
1249,346,NA
1250,32,NA
1250,33,NA
1251,32,NA
1252,76,NA
1253,2,NA
1254,119,NA
1255,337,NA
1256,165,NA
1257,358,NA
1258,77,NA
1259,142,NA
1260,142,NA
1261,120,NA
1262,120,NA
1263,120,NA
1264,103,NA
1264,148,NA
1264,66,NA
1265,335,NA
1266,11,NA
1267,257,NA
1268,149,NA
1269,149,NA
1270,359,Bronze
1271,359,Gold
1272,359,NA
1273,360,NA
1274,18,NA
1275,106,NA
1275,107,NA
1275,18,NA
1276,203,Silver
1276,50,NA
1277,2,Bronze
1278,49,NA
1279,335,NA
1280,170,NA
1281,47,NA
1282,68,Gold
1283,114,Gold
1284,119,Silver
1285,95,NA
1286,95,NA
1287,95,NA
1288,43,Silver
1289,43,NA
1290,43,NA
1291,74,NA
1291,209,Silver
1292,294,NA
1292,231,Bronze
1293,361,NA
1294,344,NA
1295,213,NA
1295,214,NA
1295,215,NA
1295,216,NA
1295,217,NA
1295,218,NA
1296,109,NA
1296,173,NA
1297,60,NA
1298,362,NA
1298,363,Bronze
1299,295,NA
1299,297,NA
1299,298,Gold
1300,364,Bronze
1301,213,NA
1301,215,NA
1301,217,NA
1301,218,NA
1302,83,NA
1303,83,Gold
1303,365,Gold
1304,83,Silver
1304,365,NA
1305,83,NA
1305,365,NA
1306,361,NA
1307,361,NA
1308,366,NA
1308,367,NA
1309,350,Gold
1309,368,Gold
1310,350,Bronze
1310,368,Bronze
1311,369,NA
1312,369,NA
1313,120,NA
1314,204,NA
1315,170,NA
1316,74,NA
1317,343,NA
1318,343,NA
1319,335,NA
1320,77,NA
1321,151,NA
1322,115,NA
1322,66,NA
1323,237,NA
1324,103,NA
1325,206,NA
1326,370,NA
1326,247,NA
1327,81,NA
1328,13,NA
1329,47,NA
1330,79,NA
1331,79,NA
1332,225,NA
1332,226,NA
1332,227,NA
1333,225,NA
1333,226,NA
1333,227,NA
1334,226,NA
1334,227,NA
1335,120,Bronze
1336,280,NA
1337,143,NA
1338,213,NA
1338,215,NA
1338,216,NA
1338,217,NA
1338,218,NA
1339,213,NA
1339,215,NA
1339,216,NA
1339,217,NA
1339,218,NA
1340,111,NA
1341,207,NA
1342,65,NA
1343,74,NA
1343,75,NA
1344,87,NA
1345,120,NA
1346,106,NA
1347,81,NA
1348,120,NA
1349,120,NA
1350,91,NA
1351,67,NA
1352,371,NA
1352,372,NA
1352,373,NA
1352,374,NA
1352,375,NA
1352,345,NA
1353,376,NA
1353,377,NA
1353,63,NA
1354,76,NA
1355,186,Gold
1356,106,Gold
1356,186,Silver
1356,53,Gold
1357,123,Bronze
1357,106,Bronze
1357,186,Gold
1357,53,Gold
1358,132,NA
1359,234,NA
1360,233,NA
1360,234,NA
1361,82,NA
1362,82,Silver
1363,82,Bronze
1364,127,NA
1365,367,NA
1366,207,NA
1367,207,NA
1368,207,NA
1369,82,Bronze
1370,82,NA
1371,82,NA
1372,82,NA
1373,82,NA
1374,96,NA
1375,96,NA
1375,230,NA
1376,230,NA
1377,86,Silver
1378,33,NA
1379,312,NA
1380,2,NA
1381,378,NA
1382,11,NA
1382,12,NA
1383,166,NA
1384,107,NA
1384,52,NA
